# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 16 20:49:11 2026
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%Transit%'
# CONSTRAINT:  and pl_orbper < 10
# CONSTRAINT:  and pl_rade > 8)
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
#
pl_name,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
HAT-P-28 b,Transit,3.25721500000,0.00000700000,-0.00000700000,0,0.0434000000,0.0007000000,-0.0007000000,0,13.58500000,1.26700000,-0.91900000,0,198.95300000,11.75900000,-11.75900000,0,554.7122,,,0,1384.00,52.00,-52.00,0,5680.00,90.00,-90.00,0,1.103000,0.091000,-0.069000,0,1.025000,0.047000,-0.047000,0,0.1200,0.0800,-0.0800,0,4.360000,0.060000,-0.060000,0
HATS-13 b,Transit,3.04404990000,0.00000270000,-0.00000270000,0,0.0405700000,0.0004100000,-0.0004100000,0,13.58530800,0.39231500,-0.39231500,0,172.58169000,22.88376000,-22.88376000,0,315.9878,,,0,1244.00,20.00,-20.00,0,5523.00,69.00,-69.00,0,0.887000,0.019000,-0.019000,0,0.962000,0.029000,-0.029000,0,0.0500,0.0600,-0.0600,0,4.524000,0.017000,-0.017000,0
TOI-3856 b,Transit,2.04360352000,0.00000094000,-0.00000094000,0,0.0325000000,0.0004400000,-0.0004900000,0,13.59649359,0.28022452,-0.26901554,0,171.62733978,31.78284070,-31.78284070,0,949.0000,34.0000,-32.0000,0,1544.00,14.00,-13.00,0,5622.00,50.00,-50.00,0,1.055000,0.017000,-0.017000,0,1.096000,0.045000,-0.049000,0,0.4540,0.0650,-0.0760,0,4.431000,0.014000,-0.015000,0
NGTS-24 b,Transit,3.46787960000,0.00000700000,-0.00000700000,0,0.0479000000,0.0028000000,-0.0030000000,0,13.60770257,0.65012088,-0.69495680,0,165.27077164,38.13940884,-34.96112477,0,391.8300,,,0,1499.00,41.00,-36.00,0,5820.00,93.00,-8.00,0,1.640000,0.030000,-0.090000,0,1.260000,0.050000,-0.210000,0,0.2700,0.1800,-0.0300,0,4.090000,0.050000,-0.040000,0
HAT-P-43 b,Transit,3.33264140000,0.00001510000,-0.00001530000,0,0.0444000000,0.0021000000,-0.0021000000,0,13.63000000,0.64000000,-0.63000000,0,210.39500000,19.06900000,-19.06900000,0,521.8770,,,0,1353.00,16.00,-16.00,0,5693.00,62.00,-63.00,0,1.080000,0.050000,-0.050000,0,1.030000,0.040000,-0.040000,0,0.2000,0.0700,-0.0700,0,4.380000,0.050000,-0.040000,0
TOI-2570 b,Transit,2.98876150000,0.00000220000,-0.00000220000,0,0.0414500000,0.0008100000,-0.0008600000,0,13.64132951,0.39231432,-0.38110534,0,260.61929374,20.02318964,-20.65884645,0,699.0000,48.0000,-44.0000,0,1431.00,24.00,-23.00,0,5771.00,89.00,-87.00,0,1.095000,0.026000,-0.025000,0,1.063000,0.063000,-0.065000,0,0.1910,0.0830,-0.0830,0,4.385000,0.030000,-0.031000,0
TOI-3135 b,Transit,3.70655850000,0.00000130000,-0.00000130000,0,0.0475600000,0.0006300000,-0.0007300000,0,13.65253849,0.33626942,-0.33626942,0,327.36325921,95.34852210,-85.81366989,0,464.0000,47.0000,-42.0000,0,1292.00,31.00,-30.00,0,5890.00,150.00,-140.00,0,0.985000,0.019000,-0.019000,0,1.044000,0.042000,-0.047000,0,0.0710,0.0780,-0.0700,0,4.469000,0.016000,-0.018000,0
WASP-28 b,Transit,3.40883495000,0.00000015000,-0.00000015000,0,0.0442000000,0.0010000000,-0.0010000000,0,13.66374747,0.31385146,-0.31385146,0,282.54945382,18.43404761,-18.43404761,0,695.6500,,,0,1456.00,40.00,-40.00,0,6084.00,45.00,-45.00,0,1.083000,0.025000,-0.025000,0,0.993000,0.067000,-0.067000,0,-0.2000,0.0700,-0.0700,0,4.370000,0.018000,-0.018000,0
Kepler-43 b,Transit,3.02409490000,0.00000060000,-0.00000060000,0,0.0460000000,0.0026000000,-0.0025000000,0,13.66377100,0.72858500,-0.71737600,0,1026.59090000,82.63580000,-82.63580000,0,1138.1150,46.3110,-44.1500,0,1620.00,40.00,-40.00,0,6041.00,143.00,-143.00,0,1.420000,0.070000,-0.070000,0,1.320000,0.090000,-0.090000,0,0.3300,0.1100,-0.1100,0,4.260000,0.050000,-0.050000,0
TOI-1994 b,Transit,4.03371420000,0.00000510000,-0.00000510000,0,0.0613000000,0.0019000000,-0.0019000000,0,13.67495645,0.91913642,-0.79583763,0,7024.00779470,826.35385820,-794.57101750,0,1910.2600,,,0,2290.00,170.00,-110.00,0,7700.00,720.00,-410.00,0,2.300000,0.130000,-0.120000,0,1.860000,0.180000,-0.170000,0,-0.0100,0.3000,-0.4200,0,3.982000,0.067000,-0.065000,0
TOI-4201 b,Transit,3.58191940000,0.00000110000,-0.00000110000,0,0.0400000000,0.0010000000,-0.0010000000,0,13.67495645,0.44835923,-0.44835923,0,788.21444936,28.60455663,-28.60455663,0,45.2000,3.2000,-3.2000,0,725.00,20.00,-20.00,0,3794.00,79.00,-79.00,0,0.630000,0.020000,-0.020000,0,0.610000,0.020000,-0.020000,0,0.5200,0.0800,-0.0800,0,4.640000,0.030000,-0.030000,0
TOI-6016 b,Transit,4.02368700000,0.00000300000,-0.00000300000,0,0.0550000000,0.0020000000,-0.0020000000,0,13.67495645,0.33626942,-0.33626942,0,371.85923619,28.60455663,-28.60455663,0,940.0000,50.0000,-50.0000,0,1890.00,40.00,-40.00,0,6110.00,50.00,-50.00,0,1.510000,0.030000,-0.030000,0,1.310000,0.080000,-0.080000,0,0.2800,0.0600,-0.0600,0,4.190000,0.080000,-0.080000,0
WASP-116 b,Transit,6.61320000000,0.00000200000,-0.00000200000,0,0.0650000000,0.0030000000,-0.0030000000,0,13.67495645,0.67253884,-0.67253884,0,203.41018048,44.49597698,-44.49597698,0,663.0000,100.0000,-100.0000,0,1414.00,70.00,-70.00,0,6250.00,125.00,-125.00,0,1.426000,0.064000,-0.064000,0,1.250000,0.080000,-0.080000,0,0.0000,0.3000,-0.3000,0,4.250000,0.150000,-0.150000,0
WASP-13 b,Transit,4.35301000000,0.00000300000,-0.00000300000,0,0.0536200000,0.0007400000,-0.0008500000,0,13.67498000,1.56926000,-1.56926000,0,114.41880000,28.60470000,-28.60470000,0,617.3090,,,0,1531.00,37.00,-37.00,0,5950.00,70.00,-70.00,0,1.370000,0.150000,-0.150000,0,0.720000,0.250000,-0.250000,0,0.0000,,,0,4.060000,0.100000,-0.100000,0
WASP-16 b,Transit,3.11860000000,0.00001400000,-0.00001400000,0,0.0415000000,0.0007700000,-0.0007700000,0,13.67498000,1.12090000,-1.12090000,0,394.10920000,79.45750000,-79.45750000,0,481.9170,,,0,1389.00,24.00,-24.00,0,5700.00,150.00,-150.00,0,1.140000,0.090000,-0.090000,0,1.780000,0.540000,-0.540000,0,0.0100,,,0,4.490000,0.040000,-0.040000,0
TOI-2714 b,Transit,2.49938700000,0.00000400000,-0.00000400000,0,0.0360000000,0.0020000000,-0.0020000000,0,13.72000000,0.70000000,-0.67000000,0,228.00000000,33.00000000,-32.00000000,0,945.5500,,,0,1603.00,65.00,-65.00,0,5665.00,115.00,-115.00,0,1.250000,0.054000,-0.054000,0,1.070000,0.060000,-0.060000,0,0.3000,0.1100,-0.1100,0,4.250000,0.270000,-0.270000,0
WASP-131 b,Transit,5.32201250000,0.00000100000,-0.00000100000,0,0.0608000000,0.0013000000,-0.0013000000,0,13.74221034,0.41473229,-0.41473229,0,86.76715511,6.03873973,-6.03873973,0,995.3724,,,0,1460.00,30.00,-30.00,0,5990.00,50.00,-50.00,0,1.561000,0.043000,-0.043000,0,1.060000,0.068000,-0.068000,0,-0.2000,0.0700,-0.0700,0,4.075000,0.018000,-0.018000,0
K2-34 b,Transit,2.99563480000,0.00000020000,-0.00000020000,0,0.0442000000,0.0020000000,-0.0020000000,0,13.75000000,0.58000000,-0.59000000,0,539.67534000,19.38763000,-15.89150000,0,963.5660,,,0,1687.00,24.00,-25.00,0,6168.00,46.00,-76.00,0,1.420000,0.060000,-0.050000,0,1.160000,0.040000,-0.040000,0,0.0100,0.0300,-0.0400,0,4.200000,0.030000,-0.030000,0
TOI-2992 b,Transit,3.00781200000,0.00000190000,-0.00000190000,0,0.0434000000,0.0009000000,-0.0013000000,0,13.75341932,0.50440413,-0.50440413,0,1058.36859531,123.95307873,-123.95307873,0,1484.0000,88.0000,-81.0000,0,1726.00,25.00,-24.00,0,6000.00,100.00,-110.00,0,1.545000,0.046000,-0.047000,0,1.210000,0.070000,-0.100000,0,0.0840,0.0680,-0.0600,0,4.139000,0.042000,-0.047000,0
TOI-3160 A b,Transit,3.97128100000,0.00000250000,-0.00000250000,0,0.0505000000,0.0012000000,-0.0012000000,0,13.76462830,0.51561311,-0.50440413,0,378.21580433,50.85254512,-47.67426105,0,933.0000,100.0000,-96.0000,0,1539.00,39.00,-40.00,0,6190.00,170.00,-170.00,0,1.346000,0.042000,-0.041000,0,1.088000,0.082000,-0.078000,0,-0.1140,0.0800,-0.0950,0,4.217000,0.035000,-0.035000,0
TOI-3464 b,Transit,3.65155680000,0.00000600000,-0.00000610000,0,0.0515000000,0.0012000000,-0.0013000000,0,13.76462830,0.63891190,-0.59407598,0,397.28550875,85.81366989,-82.63538582,0,1370.0000,180.0000,-140.0000,0,1693.00,54.00,-45.00,0,6370.00,290.00,-250.00,0,1.560000,0.046000,-0.045000,0,1.363000,0.095000,-0.099000,0,0.0450,0.0670,-0.0510,0,4.185000,0.042000,-0.045000,0
Gaia-1 b,Transit,3.05252400000,0.00001700000,-0.00001700000,0,0.0404700000,0.0009400000,-0.0009400000,0,13.77583728,0.23538859,-0.23538859,0,533.95172376,34.96112477,-34.96112477,0,426.5351,,,0,1159.07,,,0,5470.00,110.00,-110.00,0,0.952000,0.025000,-0.025000,0,0.949000,0.066000,-0.066000,0,,,,,4.439940,0.082036,-0.082036,0
ZTF J1230-2655 b,Transit,0.23597766000,0.00000095000,-0.00000095000,0,,,,,13.78704626,0.00560449,-0.00560449,0,7024.00779470,,,1,,,,,,,,,10000.00,110.00,-110.00,0,0.012300,0.000200,-0.000200,0,0.646000,0.017000,-0.017000,0,,,,,8.070000,0.050000,-0.050000,0
HATS-33 b,Transit,2.54955510000,0.00000610000,-0.00000610000,0,0.0372700000,0.0003700000,-0.0003700000,0,13.78707000,1.25540800,-0.90792900,0,378.85336000,16.84499000,-16.84499000,0,757.1284,,,0,1429.00,38.00,-38.00,0,5659.00,85.00,-85.00,0,1.022000,0.050000,-0.037000,0,1.062000,0.032000,-0.032000,0,0.2900,0.0500,-0.0500,0,4.445000,0.036000,-0.036000,0
WASP-192 b,Transit,2.87867650000,0.00000280000,-0.00000280000,0,0.0408000000,0.0008000000,-0.0008000000,0,13.78707000,0.89672000,-0.89672000,0,731.00900000,50.85280000,-50.85280000,0,471.1420,,,0,1620.00,60.00,-60.00,0,5910.00,145.00,-145.00,0,1.320000,0.070000,-0.070000,0,1.090000,0.060000,-0.060000,0,0.1400,0.0800,-0.0800,0,4.236000,0.051000,-0.051000,0
WASP-22 b,Transit,3.53269000000,0.00001000000,-0.00001000000,0,0.0470000000,0.0003600000,-0.0003700000,0,13.78707000,1.56926000,-1.56926000,0,212.94610000,60.38770000,-60.38770000,0,837.7034,,,0,1502.00,20.00,-20.00,0,6000.00,100.00,-100.00,0,1.240000,0.130000,-0.130000,0,1.460000,0.630000,-0.630000,0,-0.0500,,,0,4.500000,0.200000,-0.200000,0
WASP-38 b,Transit,6.87188000000,0.00001000000,-0.00001000000,0,0.0752200000,0.0007400000,-0.0007500000,0,13.78707000,0.67254000,-0.67254000,0,1093.33520000,114.41880000,-114.41880000,0,,,,,1250.00,,,0,6180.00,50.00,-50.00,0,1.520000,0.070000,-0.070000,0,1.760000,0.280000,-0.280000,0,-0.0200,,,0,4.250000,0.010000,-0.010000,0
WASP-95 b,Transit,2.18467000000,0.00000100000,-0.00000100000,0,0.0341600000,0.0008300000,-0.0008300000,0,13.78707000,1.00881000,-1.00881000,0,457.67520000,88.99240000,-88.99240000,0,1362.1381,,,0,1570.00,50.00,-50.00,0,5830.00,140.00,-140.00,0,1.230000,0.090000,-0.090000,0,1.460000,0.420000,-0.420000,0,0.1400,,,0,4.360000,0.070000,-0.070000,0
WASP-25 b,Transit,3.76483370000,0.00000120000,-0.00000120000,0,0.0473000000,0.0004000000,-0.0004000000,0,13.80946422,0.15692573,-0.19055267,0,179.25522155,8.26353858,-7.94571018,0,341.0000,68.0000,-68.0000,0,1217.00,101.00,-101.00,0,5697.00,80.00,-80.00,0,0.884000,0.008000,-0.009000,0,0.962000,0.027000,-0.021000,0,-0.2000,0.0500,-0.0500,0,4.529000,0.018000,-0.018000,0
HATS-68 b,Transit,3.58622020000,0.00000470000,-0.00000470000,0,0.0507100000,0.0001800000,-0.0001800000,0,13.80948800,0.43715100,-0.32506100,0,410.00070000,18.75197000,-18.75197000,0,1521.0000,43.0000,-41.0000,0,1741.00,12.00,-12.00,0,6147.00,22.00,-22.00,0,1.748000,0.026000,-0.026000,0,1.351000,0.014000,-0.014000,0,0.2100,0.0430,-0.0430,0,4.083000,0.012000,-0.012000,0
HATS-9 b,Transit,1.91529100000,0.00001900000,-0.00001800000,0,0.0312000000,0.0004000000,-0.0005000000,0,13.85000000,0.35000000,-0.35000000,0,266.02371000,9.21707000,-9.21707000,0,2292.0839,,,0,1746.00,36.00,-36.00,0,5599.00,85.00,-85.00,0,1.560000,0.040000,-0.040000,0,1.100000,0.050000,-0.050000,0,0.3800,0.0500,-0.0500,0,4.100000,0.030000,-0.030000,0
Kepler-731 b,Transit,3.85560355100,0.00000029200,-0.00000029200,0,0.0505000000,,,0,13.88000000,3.18000000,-1.52000000,0,,,,,456.7030,43.1810,-38.7740,0,1212.00,,,0,5849.00,200.38,-139.51,0,1.060000,0.243000,-0.116000,0,1.030000,0.092000,-0.061000,0,0.0400,0.1320,-0.1540,0,4.410000,0.084000,-0.169000,0
NGTS-17 b,Transit,3.24253000000,0.00001000000,-0.00001000000,0,0.0391000000,0.0043000000,-0.0043000000,0,13.89913607,1.23298788,-1.23298788,0,242.82090295,61.97653937,-52.12385875,0,1160.0000,250.0000,-250.0000,0,1457.00,50.00,-50.00,0,5650.00,100.00,-100.00,0,1.337000,0.125000,-0.125000,0,1.025000,0.034000,-0.033000,0,0.1500,0.1000,-0.1000,0,4.000000,0.120000,-0.120000,0
WASP-18 b,Transit,0.94145223000,0.00000024000,-0.00000024000,0,0.0202400000,0.0002900000,-0.0003100000,0,13.89913607,0.88550948,-0.88550948,0,3241.84975140,111.23994245,-111.23994245,0,5805.0000,808.0000,-639.0000,0,2429.00,77.00,-70.00,0,6432.00,48.00,-48.00,0,1.319000,0.061000,-0.062000,0,1.294000,0.063000,-0.061000,0,0.1070,0.0800,-0.0800,0,4.310000,0.036000,-0.033000,0
WASP-124 b,Transit,3.37265000000,0.00000100000,-0.00000100000,0,0.0449000000,0.0007000000,-0.0007000000,0,13.89916000,0.33627000,-0.33627000,0,190.69800000,22.24810000,-22.24810000,0,748.0000,178.0000,-174.0000,0,1400.00,30.00,-30.00,0,6050.00,100.00,-100.00,0,1.020000,0.020000,-0.020000,0,1.070000,0.050000,-0.050000,0,-0.0200,0.1100,-0.1100,0,4.440000,0.020000,-0.020000,0
WASP-180 A b,Transit,3.40926400000,0.00000100000,-0.00000100000,0,0.0480000000,0.0010000000,-0.0010000000,0,13.89916000,0.44836000,-0.44836000,0,286.04700000,31.78300000,-31.78300000,0,918.3877,,,0,1540.00,40.00,-40.00,0,6600.00,200.00,-200.00,0,1.190000,0.060000,-0.060000,0,1.300000,0.100000,-0.100000,0,0.1000,0.2000,-0.2000,0,4.420000,0.010000,-0.010000,0
WASP-85 A b,Transit,2.65567770000,0.00000044000,-0.00000044000,0,0.0390000000,0.0010000000,-0.0010000000,0,13.89916000,0.33627000,-0.33627000,0,402.05495000,20.65895000,-20.65895000,0,640.3258,,,0,1452.00,6.00,-6.00,0,6112.00,27.00,-27.00,0,0.935000,0.023000,-0.023000,0,1.090000,0.080000,-0.080000,0,0.1180,0.0190,-0.0190,0,4.480000,0.110000,-0.110000,0
HAT-P-44 b,Transit,4.30121900000,0.00001900000,-0.00001900000,0,0.0507000000,0.0007000000,-0.0007000000,0,13.92200000,1.18800000,-0.57200000,0,111.87100000,9.21700000,-9.21700000,0,185.1190,,,0,1108.00,51.00,-32.00,0,5295.00,100.00,-100.00,0,0.949000,0.080000,-0.037000,0,0.942000,0.041000,-0.041000,0,0.3300,0.1000,-0.1000,0,4.460000,0.060000,-0.060000,0
TOI-1937 A b,Transit,0.94667944000,0.00000047000,-0.00000047000,0,0.0193200000,0.0003500000,-0.0003900000,0,13.97759893,0.66132986,-0.69495680,0,638.83509807,54.03082919,-50.85254512,0,3230.0000,220.0000,-213.0000,0,2097.00,35.00,-36.00,0,5814.00,91.00,-93.00,0,1.080000,0.025000,-0.024000,0,1.072000,0.059000,-0.064000,0,0.1960,0.0840,-0.0840,0,4.401000,0.026000,-0.029000,0
HATS-32 b,Transit,2.81265480000,0.00000550000,-0.00000550000,0,0.0402400000,0.0005300000,-0.0005300000,0,14.00004100,1.61409600,-1.07606400,0,292.40360000,31.78300000,-31.78300000,0,614.5934,,,0,1437.00,58.00,-58.00,0,5700.00,110.00,-110.00,0,1.097000,0.098000,-0.063000,0,1.099000,0.044000,-0.044000,0,0.3900,0.0500,-0.0500,0,4.396000,0.057000,-0.057000,0
OGLE-TR-10 b,Transit,3.10127800000,,,0,0.0434000000,0.0013000000,-0.0015000000,0,14.01100000,1.56900000,-1.34500000,0,197.04600000,44.49400000,-44.49400000,0,,,,,1702.00,54.00,-54.00,0,5950.00,130.00,-130.00,0,1.170000,0.130000,-0.110000,0,1.140000,0.100000,-0.120000,0,0.2800,0.1000,-0.1000,0,4.358000,0.064000,-0.082000,0
WASP-185 b,Transit,9.38755000000,0.00002000000,-0.00002000000,0,0.0904000000,0.0017000000,-0.0017000000,0,14.01125000,0.89672000,-0.89672000,0,311.47340000,19.06980000,-19.06980000,0,662.3252,,,0,1160.00,35.00,-35.00,0,5900.00,100.00,-100.00,0,1.500000,0.080000,-0.080000,0,1.120000,0.060000,-0.060000,0,-0.0200,0.0600,-0.0600,0,4.130000,0.050000,-0.050000,0
XO-4 b,Transit,4.12508000000,0.00000400000,-0.00000400000,0,0.0552400000,0.0002700000,-0.0002800000,0,14.01125000,0.89672000,-0.89672000,0,451.31860000,60.38770000,-60.38770000,0,1112.2700,,,0,1630.00,169.00,-36.00,0,6397.00,70.00,-70.00,0,1.450000,0.090000,-0.090000,0,1.100000,0.220000,-0.220000,0,-0.0400,,,0,4.180000,0.030000,-0.030000,0
HATS-29 b,Transit,4.60587490000,0.00000630000,-0.00000630000,0,0.0547500000,0.0008800000,-0.0008800000,0,14.02245900,0.68374900,-0.68374900,0,207.54299000,20.02329000,-20.02329000,0,356.0000,93.0000,-87.0000,0,1212.00,30.00,-30.00,0,5670.00,110.00,-110.00,0,1.073000,0.038000,-0.038000,0,1.032000,0.049000,-0.049000,0,0.1600,0.0800,-0.0800,0,4.389000,0.027000,-0.027000,0
HATS-55 b,Transit,4.20420010000,0.00000330000,-0.00000330000,0,0.0541200000,0.0001400000,-0.0001800000,0,14.02245900,0.29143400,-0.29143400,0,292.72143000,24.15508000,-24.15508000,0,355.9090,,,0,1367.00,10.00,-10.00,0,6214.00,36.00,-36.00,0,1.126000,0.011000,-0.011000,0,1.195500,0.009100,-0.011900,0,0.1080,0.0460,-0.0300,0,4.412100,0.007000,-0.007000,0
Qatar-2 b,Transit,1.33711647000,0.00000026000,-0.00000026000,0,0.0215300000,0.0002000000,-0.0002000000,0,14.05600000,0.14600000,-0.14600000,0,792.63500000,17.16200000,-17.16200000,0,,,,,1344.00,14.00,-14.00,0,4645.00,50.00,-50.00,0,0.776000,0.008000,-0.008000,0,0.743000,0.021000,-0.021000,0,0.0200,0.0800,-0.0800,0,4.530000,0.005000,-0.005000,0
TOI-858 B b,Transit,3.27971780000,0.00000140000,-0.00000140000,0,0.0443500000,0.0010000000,-0.0009800000,0,14.06727078,0.43715025,-0.43715025,0,349.61124770,25.42627256,-22.24798849,0,908.9000,55.8000,-52.9000,0,1529.00,23.00,-22.00,0,5842.00,84.00,-79.00,0,1.308000,0.037000,-0.038000,0,1.081000,0.076000,-0.070000,0,0.1530,0.0910,-0.0910,0,4.238000,0.038000,-0.035000,0
TOI-150.01,Transit,5.85748700000,0.00008900000,-0.00009700000,0,0.0703700000,0.0008700000,-0.0008800000,0,14.06729500,0.23538900,-0.21297100,0,797.75330000,38.13960000,-38.13960000,0,750.9220,,,0,1404.50,7.10,-6.50,0,6255.00,90.00,-90.00,0,1.526000,0.012000,-0.012000,0,1.351000,0.038000,-0.026000,0,0.2800,0.0360,-0.0360,0,4.130000,0.009000,-0.009000,0
TOI-1296 b,Transit,3.94437360000,0.00000160000,-0.00000160000,0,0.0510000000,0.0010000000,-0.0010000000,0,14.11645916,0.28454324,-0.26287755,0,95.30000000,4.70000000,-4.60000000,0,1078.5987,,,0,1414.84,24.69,-22.77,0,5567.00,78.00,-72.00,0,1.703100,0.033000,-0.030300,0,1.157600,0.027700,-0.022700,0,0.4050,0.0590,-0.0180,0,4.035000,0.023000,-0.016000,0
CoRoT-26 b,Transit,4.20474000000,0.00005000000,-0.00005000000,0,0.0526000000,0.0010000000,-0.0010000000,0,14.12000000,1.46000000,-0.78000000,0,165.26000000,15.89000000,-15.89000000,0,,,,,1600.00,80.00,-70.00,0,5590.00,100.00,-100.00,0,1.790000,0.180000,-0.090000,0,1.090000,0.060000,-0.060000,0,0.0100,0.1300,-0.1300,0,3.990000,0.050000,-0.080000,0
HATS-25 b,Transit,4.29864320000,0.00000450000,-0.00000450000,0,0.0516300000,0.0006000000,-0.0006000000,0,14.12334000,1.12090000,-1.12090000,0,194.82979000,13.34886000,-13.34886000,0,454.8721,,,0,1277.00,42.00,-42.00,0,5715.00,73.00,-73.00,0,1.107000,0.069000,-0.069000,0,0.994000,0.035000,-0.035000,0,0.0200,0.0500,-0.0500,0,4.347000,0.053000,-0.053000,0
WASP-165 b,Transit,3.46550900000,0.00002300000,-0.00002300000,0,0.0482300000,0.0009100000,-0.0009200000,0,14.12334000,2.12971000,-1.90553000,0,209.13214000,30.82951000,-29.24036000,0,1373.5324,,,0,1624.00,93.00,-89.00,0,5599.00,150.00,-150.00,0,1.750000,0.180000,-0.180000,0,1.248000,0.072000,-0.070000,0,0.3300,0.1300,-0.1300,0,3.930000,0.090000,-0.090000,0
TOI-1601 b,Transit,5.33175000000,0.00014000000,-0.00014000000,0,0.0690000000,0.0010000000,-0.0010000000,0,14.19902343,0.64857111,-0.51121860,0,387.00000000,16.00000000,-17.00000000,0,1071.4200,,,0,1493.97,29.38,-27.85,0,5982.00,78.00,-64.00,0,2.195000,0.062200,-0.062300,0,1.505500,0.034700,-0.050500,0,0.3430,0.0520,-0.0580,0,3.928000,0.022000,-0.025000,0
NGTS-23 b,Transit,4.07643260000,0.00000410000,-0.00000410000,0,0.0504000000,0.0120000000,-0.0120000000,0,14.20177855,0.33626942,-0.33626942,0,194.82881349,30.82935548,-30.82935548,0,,,,,1327.00,17.00,-16.00,0,6057.00,64.00,-64.00,0,1.240000,0.030000,-0.030000,0,1.010000,0.060000,-0.070000,0,-0.2600,0.1100,-0.1100,0,4.040000,0.150000,-0.150000,0
TOI-2031 A b,Transit,5.71548654000,0.00000076000,-0.00000075000,0,0.0660000000,0.0011000000,-0.0012000000,0,14.20177855,0.26901554,-0.26901554,0,254.26272560,73.10053361,-73.10053361,0,567.0000,62.0000,-46.0000,0,1358.00,36.00,-28.00,0,6490.00,170.00,-130.00,0,1.241000,0.022000,-0.022000,0,1.174000,0.060000,-0.062000,0,-0.2400,0.0900,-0.1600,0,4.320000,0.014000,-0.014000,0
